s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
307.5654016,89679.4329860,43159.4923728,-3.0724666,-0.0671419,9.7222222,0.0000000
308.5473334,89679.4650520,43158.5109647,3.1341378,-0.0895147,9.7222222,0.0000000
309.5360277,89679.4175760,43157.5234110,3.0551491,-0.0762349,9.7222222,0.0000000
310.4704178,89679.3097936,43156.5952581,3.0050604,-0.0244002,9.7222222,0.0000000
311.4160756,89679.1599153,43155.6615530,2.9491951,-0.0917493,9.7222222,0.0000000
312.3799736,89678.9277346,43154.7260363,2.8396474,-0.1407468,9.7222222,0.0000000
313.3199825,89678.5916649,43153.8481560,2.7148129,-0.1249112,9.7222222,0.0000000
314.2422419,89678.1621581,43153.0320148,2.6018039,-0.1103879,9.7222222,0.0000000
315.2003898,89677.6265622,43152.2375437,2.4919851,-0.1298730,9.7222222,0.0000000
316.1311675,89677.0208811,43151.5307923,2.3767713,-0.1128754,9.7222222,0.0000000
317.0464923,89676.3546763,43150.9031056,2.2776021,-0.1030459,9.7222222,0.0000000
317.9627529,89675.6305469,43150.3417054,2.1830219,-0.1026148,9.7222222,0.0000000
318.8904461,89674.8474110,43149.8443998,2.0913342,-0.0947380,9.7222222,0.0000000
319.8264398,89674.0176923,43149.4112127,2.0167401,-0.0678599,9.7222222,0.0000000
320.7484364,89673.1725138,43149.0427686,1.9447888,-0.0823144,9.7222222,0.0000000
321.7092467,89672.2650336,43148.7271167,1.8660954,-0.0834624,9.7222222,0.0000000
322.6892287,89671.3182386,43148.4742452,1.8032064,-0.0479599,9.7222222,0.0000000
323.6426464,89670.3860757,43148.2740514,1.7641433,-0.0314469,9.7222222,0.0000000
324.6096975,89669.4349791,43148.0991136,1.7448436,-0.0091151,9.7222222,0.0000000
325.6060204,89668.4536266,43147.9270481,1.7477405,0.0139826,9.7222222,0.0000000
326.6237319,89667.4534867,43147.7387480,1.7686335,0.0297206,9.7222222,0.0000000
327.5951431,89666.5026054,43147.5400915,1.7778313,-0.0122463,9.7222222,0.0000000
328.6166165,89665.5021205,43147.3340870,1.7718733,-0.0003994,9.7222222,0.0000000
329.6538709,89664.4858629,43147.1264406,1.7735124,0.0036233,9.7222222,0.0000000
330.6705077,89663.4917881,43146.9134481,1.7970561,0.0440744,9.7222222,0.0000000
331.6382469,89662.5542772,43146.6734635,1.8498712,0.0704291,9.7222222,0.0000000
332.5478220,89661.6932059,43146.3804056,1.9590337,0.1409009,9.7222222,-1.0178603
333.5379136,89660.8017585,43145.9495891,2.0827901,0.1395778,9.6180068,-3.0000000
334.4598227,89660.0280125,43145.4483571,2.2030169,0.1042888,9.3260174,-3.0000000
335.3551794,89659.3331124,43144.8837532,2.3069328,0.1292909,9.0334080,-3.0000000
336.2644345,89658.7051421,43144.2261834,2.4598808,0.1838551,8.7262208,3.0000000
337.2402562,89658.1435795,43143.4281386,2.5838263,0.0991468,9.0554878,3.0000000
338.1484316,89657.7025066,43142.6342638,2.6846632,0.0962559,9.3515192,3.0000000
339.1392937,89657.3091671,43141.7248179,2.7851220,0.1143608,9.6641650,0.5497775
340.1629077,89657.0077142,43140.7465993,2.9006368,0.1170082,9.7222222,0.0000000
341.1604258,89656.8246141,43139.7660296,3.0097812,0.0958724,9.7222222,0.0000000
342.1631549,89656.7358144,43138.7672403,3.0920325,0.0715892,9.7222222,0.0000000
343.1566237,89656.7213270,43137.7738771,-3.1227463,0.0624032,9.7222222,0.0000000
344.1705934,89656.7639872,43136.7608052,-3.0838456,0.0168774,9.7222222,0.0000000
345.1654544,89656.8232901,43135.7677133,-3.0867770,-0.0233182,9.7222222,0.0000000
346.1517838,89656.8603895,43134.7820818,-3.1273882,-0.0616261,9.7222222,0.0000000
347.1106542,89656.8473445,43133.8233002,3.1027778,-0.0455830,9.7222222,0.0000000
348.0837232,89656.7874876,43132.8520740,3.0565431,-0.0502742,9.7222222,0.0000000
349.0662492,89656.6804070,43131.8754005,3.0087760,-0.0469928,9.7222222,0.0000000
350.0543984,89656.5299833,43130.8987677,2.9719796,-0.0274987,9.7222222,0.0000000
351.0318346,89656.3558450,43129.9369687,2.9567874,-0.0036281,9.7222222,0.0000000
351.9668134,89656.1823513,43129.0182275,2.9531576,-0.0033965,9.7222222,0.0000000
